,texts,gender,country,filename
20,"Hey all!  Who needs music to workout! 

I sure do... well in the gym most definitely, on a run I prefer the... https://t.co/wz8SOEeiM3",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
21,"26 degrees (feels like 17) doesn't make for the nicest lunchtime walk, but I'm outside and that's all I care... https://t.co/rYrNVPTnLZ",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
22,"It does help though...
😂😂😂 https://t.co/BioXJ5WJbW",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
23,"Good morning!

Want to feel better? Get in the habit of self-myofascial massage daily. Foam rolling is a great... https://t.co/lFCDV5WA9X",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
24,"Y'all still motivated 5 days into the new year?! 

Get moving and your dinner tonight. 💪🏼🍽",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
25,"Ah, that feeling when you follow your mood and run despite the rain and dusk just because you've been stuck... https://t.co/u8XLK6kFnk",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
26,"Hey y'all! What's for dinner?

Get some new ideas and help others by sharing your healthy and yummy recipes. 🍽",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
27,"Good morning and Happy New Year! 🎉

The same resolution year after year has to get old. Habits: your habits will... https://t.co/XWjikWQrv9",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
28,"Goggle marks and pole bruises: signs I've had a great day! Today it's goggle marks after a nice 1500m swim.

Why... https://t.co/B5AOqUelPX",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
29,"Yum! Overnight oats! One of my favorites with a little special treat of a serving of peach preserves added.

I... https://t.co/qd2NhMu3v2",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
30,"Good morning! 

Are you ready to say goodbye to 2016 and bring in 2017? 

What are you hoping for 2017 to bring... https://t.co/MXes5TZa0G",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
31,Good morning 🤣 https://t.co/DtPCSzzw84,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
32,"Wahoo! No work = morning workout! 

Although I was photobombed by a shoe, here's a pull-up video for ya! 

Lately... https://t.co/fogIGSNgBR",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
33,Happy first day of winter to you! Take care of yourself this season. Relax a little more. Stay hydrated (no this... https://t.co/O59GCM66SR,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
34,"Bravery, courage, commitment. https://t.co/WPT4GKvIO9",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
35,"While I'm not running this morning, I'm reminded of why I love running culture as I walk through Rock Creek Park.... https://t.co/JDZpfD6x89",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
36,Incorporated 3 Turkish get-ups on each side into my workout this afternoon. Feels great! 💪🏼😃 https://t.co/xrJ7GU2hp0,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
37,"Warming myself up at the gym! It was a great idea to start my weekend a couple of hours early!

Have a fantastic Friday! Keep warm!",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
38,"Good morning! 

Have a fit Friday!",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
39,I posted a new photo to Facebook https://t.co/pAXGpUQBo6,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
40,Did squats and deadlifts yesterday. My legs feel great and limber today. Hmm 🤔💪🏼😌,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
41,"Who works out immediately after work?

I do!!! Why? Because it's really hard to get motivation to go if you stop... https://t.co/KZTEBo7lmQ",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
42,Good morning! Hehe https://t.co/O4cTOT4NVG,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
43,Here are some great pointers and a reminder to myself to LISTEN to my body! I'm posting this so that you listen... https://t.co/IgB77QzQIb,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
44,"A bit of a random post, but I enjoyed reading this and thought you may as well. https://t.co/zWZUWrc6ey",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
45,I posted a new photo to Facebook https://t.co/RNRgQUjiyn,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
46,"Fueled by coffee 😳 and sunshine ☀️ and all bundled up, I'm ready for my first cold weather run of the season. 🏃🏼‍♀️

Happy Saturday y'all!",female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
47,Ok all! I've been thinking that I should share some ideas with you to combat the undesirable postures obtained... https://t.co/XqRqk4I6MN,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
48,2017 will be here before you know it! Make it your best year yet! https://t.co/QOTrB1Nupi,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
49,It'd be nice to have my back and legs relax and stay warm at the same time while in the tub. #tallpeopleproblems... https://t.co/4OzCg35mQc,female,united states,bbbecbdbf2264e5bfc4d58adc3199d3
0,GREATEST OF ALL TIME,male,ireland,bf01c74257cfbe89a718273b28943bd9
1,Gonna feel weird watching the Super Bowl without bud light #MalenchiniProblems #IrelandProblems,male,ireland,bf01c74257cfbe89a718273b28943bd9
2,"@Tmac_34 one year ago today, still way too relevant",male,ireland,bf01c74257cfbe89a718273b28943bd9
3,Did somebody let Trump watch too much Rick and Morty? #EPABlackout https://t.co/qD8YWBFGLc,male,ireland,bf01c74257cfbe89a718273b28943bd9
4,"Officially announcing my candidacy for president in 2032, now accepting campaign donations (beer and meat accepted)",male,ireland,bf01c74257cfbe89a718273b28943bd9
5,Rationing the American food that I brought back is turning out to be harder than my finals,male,ireland,bf01c74257cfbe89a718273b28943bd9
6,Finals week here in DCU and whole school's internet is down 🙃,male,ireland,bf01c74257cfbe89a718273b28943bd9
7,"Loving the Jaromir Jagr obsession here in Prague, feels like the 90s",male,ireland,bf01c74257cfbe89a718273b28943bd9
8,Talking to people who lived through the oppression of communism really puts it all in perspective,male,ireland,bf01c74257cfbe89a718273b28943bd9
9,Happy birthday to my bro @Tmac_34 and congrats on surviving your first full year of legally drinking https://t.co/3AFuJqenA4,male,ireland,bf01c74257cfbe89a718273b28943bd9
10,"@Hay_Malenchini you'll survive beano, don't worry",male,ireland,bf01c74257cfbe89a718273b28943bd9
11,@P_Mac7 thanks Pat!,male,ireland,bf01c74257cfbe89a718273b28943bd9
12,Just finished my last class of college...so weird,male,ireland,bf01c74257cfbe89a718273b28943bd9
13,The Spire is the worst monument of all time,male,ireland,bf01c74257cfbe89a718273b28943bd9
14,@lauren_mal5 @meanpIastic @juliamalenchini @Hay_Malenchini RIP Me Haley and Julia,male,ireland,bf01c74257cfbe89a718273b28943bd9
15,@lauren_mal5 @Hay_Malenchini @juliamalenchini miss you guys! Can't wait to FaceTime later!,male,ireland,bf01c74257cfbe89a718273b28943bd9
16,@barstoolsports @Tmac_34 welcome to the Woolshed,male,ireland,bf01c74257cfbe89a718273b28943bd9
17,Way too excited to shred in the Alps next month #pow,male,ireland,bf01c74257cfbe89a718273b28943bd9
18,There's never been a better time to listen to the American Idiot album on repeat,male,ireland,bf01c74257cfbe89a718273b28943bd9
19,Can't wait to try and explain this mess to everyone I talk to in Ireland 🙃,male,ireland,bf01c74257cfbe89a718273b28943bd9
20,"If you posted about the election on social media in the last year and don't vote today: you're part of the problem, not the solution",male,ireland,bf01c74257cfbe89a718273b28943bd9
21,@Tmac_34 need to do a quick Italy trip when you and the rest of the squad visits,male,ireland,bf01c74257cfbe89a718273b28943bd9
22,Food in Italy just can't be beaten.,male,ireland,bf01c74257cfbe89a718273b28943bd9
23,"@lauren_mal5 thanks Lauren! I miss you too, come visit me!!",male,ireland,bf01c74257cfbe89a718273b28943bd9
24,"@Tmac_34 thanks bro, glad everyone gets to marvel at my jorts again",male,ireland,bf01c74257cfbe89a718273b28943bd9
25,The King in the North returns today #HailBrady #RIPCleveland https://t.co/6FpuovTXPO,male,ireland,bf01c74257cfbe89a718273b28943bd9
26,"@Heritage_Action prioritized trillions for the F35, yet condemned life-saving changes for Flint. Lobbyists like this are ruining America",male,ireland,bf01c74257cfbe89a718273b28943bd9
27,Oktobefest was easily in my top 5 best weekends of all time,male,ireland,bf01c74257cfbe89a718273b28943bd9
28,6:12 in the morning and people are already drinking at the Dublin airport bar,male,ireland,bf01c74257cfbe89a718273b28943bd9
29,@lauren_mal5 Happy Birthday Lau!! Hope it's a good one!,male,ireland,bf01c74257cfbe89a718273b28943bd9
30,There's something strangely satisfying about giving the Irish goodbye,male,ireland,bf01c74257cfbe89a718273b28943bd9
31,I forgot how tiny the cars in Europe are,male,ireland,bf01c74257cfbe89a718273b28943bd9
32,"Last day in America for a while, @realDonaldTrump @HillaryClinton don't ruin this place while I'm gone.",male,ireland,bf01c74257cfbe89a718273b28943bd9
33,So nice to see Tom Brady back on the field 🐐🐐🐐,male,ireland,bf01c74257cfbe89a718273b28943bd9
34,Just booked my trip to Munich for Oktoberfest 🍻,male,ireland,bf01c74257cfbe89a718273b28943bd9
35,I just love wasting great summer days at doctors appointments all to get no answers,male,ireland,bf01c74257cfbe89a718273b28943bd9
36,Love watching thunderstorms from my porch,male,ireland,bf01c74257cfbe89a718273b28943bd9
37,"Getting paid to play with dogs and drink beer, I've found heaven on earth",male,ireland,bf01c74257cfbe89a718273b28943bd9
38,Nothing smells as bad as The Fens during a heat wave,male,ireland,bf01c74257cfbe89a718273b28943bd9
39,Nothing says home quite like ten bags of empty snacks,male,ireland,bf01c74257cfbe89a718273b28943bd9
40,David Backes to Boston! Now if only we could grab some defensemen...,male,ireland,bf01c74257cfbe89a718273b28943bd9
41,"In a show full of great moments, @liamcunningham1 stole the show tonight, unbelievable talent",male,ireland,bf01c74257cfbe89a718273b28943bd9
42,"10/10 thrones episode, and now my watch begins for the next 10 months",male,ireland,bf01c74257cfbe89a718273b28943bd9
43,Let's get buzzed #saturdaysarefortheboys #boston #Tribe https://t.co/7iMmoALyZw,male,ireland,bf01c74257cfbe89a718273b28943bd9
44,"Way too excited for Snowbowl, can't even contain it",male,ireland,bf01c74257cfbe89a718273b28943bd9
45,Legendary athletes dying and our presidential candidates are having Twitter beef that will decide who controls our nukes. WTF 2016,male,ireland,bf01c74257cfbe89a718273b28943bd9
46,THE HOUND!!! Cleganebowl confirmed,male,ireland,bf01c74257cfbe89a718273b28943bd9
47,The Kingsmoot seems like a better alternative to this election year,male,ireland,bf01c74257cfbe89a718273b28943bd9
48,Summer and Hodor in the same episode...just too much,male,ireland,bf01c74257cfbe89a718273b28943bd9
49,"""Fifterbowl Soupee"" - @cam_hopkins trying to say SuperBowl Fifty",male,ireland,bf01c74257cfbe89a718273b28943bd9
50,Fire episode all around. Best part was still Ramsay killing Roose,male,ireland,bf01c74257cfbe89a718273b28943bd9
51,This game is bananas #BlackhawksvsBlues,male,ireland,bf01c74257cfbe89a718273b28943bd9
52,No lead is safe in the playoffs!,male,ireland,bf01c74257cfbe89a718273b28943bd9
53,This next week is shaping up to be amazing #Maine #Thrones #Tattoo #Tuckerman,male,ireland,bf01c74257cfbe89a718273b28943bd9
54,Such a great night of playoff hockey all around,male,ireland,bf01c74257cfbe89a718273b28943bd9
55,I love Boston in the spring,male,ireland,bf01c74257cfbe89a718273b28943bd9
56,Did nobody tell the Bruins that this game is important?,male,ireland,bf01c74257cfbe89a718273b28943bd9
57,Slowly watching all my plans for next year unravel before my eyes 🙃,male,ireland,bf01c74257cfbe89a718273b28943bd9
58,The trees and flowers when they start blooming and then it snows two days in a row https://t.co/LdLGap9MGa,male,ireland,bf01c74257cfbe89a718273b28943bd9
59,Also Negan was absolutely perfect. Already just as badass as the Governor,male,ireland,bf01c74257cfbe89a718273b28943bd9
60,Blocking all posts from The Odyssey would make Facebook so much better,male,ireland,bf01c74257cfbe89a718273b28943bd9
61,Game of Thrones and Guinness: the perfect combo,male,ireland,bf01c74257cfbe89a718273b28943bd9
62,"Cleganebowl is 100% confirmed, book it",male,ireland,bf01c74257cfbe89a718273b28943bd9
63,"Media: ""Why is Trump winning?!""
Media: *Covers Trump and nothing else*",male,ireland,bf01c74257cfbe89a718273b28943bd9
64,"Absolutely not a Ted Cruz supporter, but the media doesn't seem to care that a Hispanic won a primary for the first time. Kind of a big deal",male,ireland,bf01c74257cfbe89a718273b28943bd9
65,@BiggieTitus haha yeah pretty much,male,ireland,bf01c74257cfbe89a718273b28943bd9
66,@BiggieTitus Gollum falls in when he celebrates having the ring back. Frodo does great up until the very end,male,ireland,bf01c74257cfbe89a718273b28943bd9
67,@BiggieTitus Frodo makes it to mount doom but fails his part of the quest,male,ireland,bf01c74257cfbe89a718273b28943bd9
68,"No diversity? I forgot about all the winners who are Mexican, Hungarian, Pakistani, Italian...",male,ireland,bf01c74257cfbe89a718273b28943bd9
69,Props to Joey B for taking steps to wipe out campus sexual assault. We as college students have it in our power to stop it.,male,ireland,bf01c74257cfbe89a718273b28943bd9
70,"Uncle Joe Biden brought the house down, definitely should have run for president",male,ireland,bf01c74257cfbe89a718273b28943bd9
71,I should be skiing this time of year. Instead I'm wearing a t-shirt outside. This winter sucks.,male,ireland,bf01c74257cfbe89a718273b28943bd9
72,Happy birthday @juliamalenchini   you act tough around your friends but we both know you're afraid of sea creatures https://t.co/bVXuBVTPgG,male,ireland,bf01c74257cfbe89a718273b28943bd9
73,Absolutely bananas that the news will ignore stuff like this and focus on candidates yelling insults at each other https://t.co/r2rdPrDezp,male,ireland,bf01c74257cfbe89a718273b28943bd9
74,"@Hay_Malenchini it's gonna be ok, call us if you need to",male,ireland,bf01c74257cfbe89a718273b28943bd9
75,Had to say goodbye to my best friend today. Buddy gave us 14 great years that I'll never forget.… https://t.co/WKnHFDDuaj,male,ireland,bf01c74257cfbe89a718273b28943bd9
76,Kasich's performance is a huge win for moderates in a time of crazy extremism in both parties,male,ireland,bf01c74257cfbe89a718273b28943bd9
77,So weird to see the Bruins wearing white at home,male,ireland,bf01c74257cfbe89a718273b28943bd9
78,Being stuck in the city during another snowstorm is killing me,male,ireland,bf01c74257cfbe89a718273b28943bd9
79,Von Miller is an absolute beast,male,ireland,bf01c74257cfbe89a718273b28943bd9
80,Trump is the school bully who runs to the principal when the victim hits him back,male,ireland,bf01c74257cfbe89a718273b28943bd9
81,"@NPR what...how...do people not know what ""Moderate"" means?",male,ireland,bf01c74257cfbe89a718273b28943bd9
82,Successfully played a game of CharDee MacDennis,male,ireland,bf01c74257cfbe89a718273b28943bd9
83,There's no such thing as a 'normal' ride on the commuter rail,male,ireland,bf01c74257cfbe89a718273b28943bd9
84,When the textbook you bought on Amazon is already highlighted and annotated https://t.co/lhJBiRCjgQ,male,ireland,bf01c74257cfbe89a718273b28943bd9
85,@Tmac_34 possibly the truest tweet of all time,male,ireland,bf01c74257cfbe89a718273b28943bd9
86,The Gang Dies in Canada - SnowJam 2016 https://t.co/RuDgELRHFR,male,ireland,bf01c74257cfbe89a718273b28943bd9
87,Disappointing end to a great season. Excited to see which team will win the right to murder Peyton Manning in the super bowl.,male,ireland,bf01c74257cfbe89a718273b28943bd9
88,"""Only when you are clean will you know my power"". Easily a top 5 all time Dennis quote",male,ireland,bf01c74257cfbe89a718273b28943bd9
89,That episode was bananas,male,ireland,bf01c74257cfbe89a718273b28943bd9
90,This episode of Sunny is already shockingly similar to snow jam,male,ireland,bf01c74257cfbe89a718273b28943bd9
91,The snow cat strikes again @cam_hopkins,male,ireland,bf01c74257cfbe89a718273b28943bd9
92,"""Wait, there are no outlets in Canada?"" @Dave_Stuart",male,ireland,bf01c74257cfbe89a718273b28943bd9
93,Currently sporting the grossest mustache ever for #SnowJam,male,ireland,bf01c74257cfbe89a718273b28943bd9
94,I can't stand when these debates turn into senate floor pissing contests,male,ireland,bf01c74257cfbe89a718273b28943bd9
95,I would love to know how anyone actually supports Trump at this point,male,ireland,bf01c74257cfbe89a718273b28943bd9
96,"Maria: What do you think about our economy?
Ted Cruz: Let me tell you about the war I want to start with Iran",male,ireland,bf01c74257cfbe89a718273b28943bd9
97,The entire Fenway neighborhood has smelled like eggs for three days and I'm very confused,male,ireland,bf01c74257cfbe89a718273b28943bd9
98,Read The Revenant today and now I'm way too pumped to see the movie #Survival,male,ireland,bf01c74257cfbe89a718273b28943bd9
99,So pumped to be at the #WinterClassic today! Go Bruins! https://t.co/CUHpLVA5SI,male,ireland,bf01c74257cfbe89a718273b28943bd9
0,Antarctic Sea Ice Likely to Hit New All-Time Record Lows Over Coming Days https://t.co/VWAafp6oT1 via @FantasyScribe,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
1,5 Arguments Against “Innovation in Education” and How You Might Respond https://t.co/5RC0pZBdKK,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
2,Q&amp;A: The Art of Coding https://t.co/dRLC2yQljV,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
3,How Small Steps Can Create Outdoors Experiences In Schools https://t.co/2CosZrPZfc,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
4,"New energy forecast has good news for Elon Musk, but spells trouble for Trump https://t.co/SvhYkLlbkS via @mashable",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
5,The vexed problem of nationality in the history of science https://t.co/cwMgM0qeVu via @rmathematicus,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
6,MIT built a wearable app to detect emotion in conversation https://t.co/QdhWpvMYxt via @Verge,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
7,Preleminary Results In NASA Twins Study Released https://t.co/DVfhfUdyx8 via @universetoday,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
8,Teaching Middle Schoolers to Patent Their Creations https://t.co/52bsNmIJLW,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
9,"Designing School Recess To Helps Kids Learn, Play And Eat Healthy Foods https://t.co/TxBQsVkMYJ",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
10,Reproducible Research Needs Some Limiting Principles https://t.co/ljXjIQVa0n via @,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
11,SpaceX’s hyperloop race was a milestone for the futuristic transportation system https://t.co/ukh6yGnmOT via @Verge,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
12,What is a Butte? https://t.co/BSPkOrSfQz via @universetoday,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
13,@Peter_J_King @DavidJSilcock @johnqgoh @abcnews great work by you and your staff Peter,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
14,"Social inequalities in education are not set in stone
 https://t.co/u6Ot5vq5mk",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
15,Teaching Why Facts Still Matter https://t.co/gvkEHyuFGG,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
16,Is eLearning Dead? Is Instructional Design Dying with It? via @kkapp https://t.co/F2hjuggkXm,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
17,Education delivers high incomes and low unemployment https://t.co/f230h6PGpB,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
18,CHRIS BONNOR &amp; BERNIE SHEPHERD. The vanishing private school | John Menadue – Pearls and Irritations https://t.co/f93Tm4Mxsz via @EMAILiT,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
19,Will we now take information literacy skills seriously? https://t.co/G8cipqL3RM,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
20,Reframing the Debate About Screen Time https://t.co/JXKXUY5z0N,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
21,Using the iPad to Develop Student Agency https://t.co/SQMpFCP6wT via @kristimeeuwse,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
22,Does professional development improve teaching? https://t.co/5yWITq9wGJ via @AustAssocResEd,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
23,Why Spatial Reasoning Is Crucial For Early Math Education https://t.co/AJHOsCbeQ3,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
24,Remedial Classes Are A Huge Stumbling Block On The Way To A Degree. Thats Why This Community College have none https://t.co/WFsSotIHxE,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
25,Hattie Effect Size 2016 Update https://t.co/9Et7QDc7rV via @shaunkillian,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
26,Teacher credibility: why it matters and how to build it https://t.co/joBIAEQsHr via @shaunkillian,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
27,A Principal's Reflections: Learning is Not Linear https://t.co/LsxICAYFHJ,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
28,Networks: An Engine For Scaling Learning And Innovation (Part 1) https://t.co/HiDDNXhD3x via @wordpressdotcom,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
29,Yes he will be greatly missed. He made a significant difference for students schools and teachers in NSW https://t.co/WksyHPV3mV,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
30,Thank you Minister Adrian Piccoli via @johnqgoh https://t.co/Lwmy5Jyg0n - An education Minister who made a difference for all students,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
31,Just the right amount of data https://t.co/SJyCKj99km,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
32,Enhancing STEM Learning Using Virtual Reality https://t.co/guZF30wc6Q via @teachercast,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
33,NASA releases first results from 'Year In Space' twin study https://t.co/3vLVMIUCTg via @NewsHour,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
34,Ask Ethan: What Is Spacetime? via @forbes https://t.co/1Ir6247Dre,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
35,"We are All Hurt Tonight, as John Hurt Has Died. https://t.co/DEmpvENdNO",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
36,"Who are the winners and losers of the expansion of education over the past 50 years?
 https://t.co/6ZGga6H3Rs",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
37,Gender Equity in the Classroom https://t.co/lTy3NjKVOs,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
38,Why every teacher should look into project based learning https://t.co/w5zTlkfihF via @aliceleung,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
39,Challenges of Big Data in Education https://t.co/auzU38Ldxq,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
40,“Climate science isn’t political. Lying about it is.” by @StartsWithABang https://t.co/fzMCdNFgf5,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
41,What the QWERTY Keyboard and Education Have in Common https://t.co/Bpxrfn2VbW via @ajjuliani,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
42,Backreaction: What is Physics? [Video] https://t.co/MbX5Wf1ADE,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
43,PMP 051: The Shocking Truth About Your Decision-Making https://t.co/OPCb5gcn3c via @williamdp,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
44,Can Personalized Learning Flourish Within A Traditional System? https://t.co/48vQoDimpm,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
45,The Growing Role of Technology in Personalized Learning https://t.co/uVUms9b45G,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
46,A Guide to Mathematical Emotions https://t.co/gIMFsLoy5R via @benorlin,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
47,Trump silences government scientists with gag orders https://t.co/ok1n4oo4BI via @Verge,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
48,"The Story of NASA's Real ""Hidden Figures"" https://t.co/iXJvh26nAN #science",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
49,Arctic Summer Ice Has Decreased by 72 Percent Since 1980 [Graphic] https://t.co/xyeWDOfUI8 #science,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
50,"Abnormal Antarctic Heat, Surface Melt, Giant Cracks in Ice Shelves -- More Troubling Signs of a … https://t.co/hHkrEYMHwR via @FantasyScribe",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
51,Afternoon walk - the cows are finding it a tad warm https://t.co/BqEgpux6ET,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
52,Bringing Art Back With Technology https://t.co/axDbC2iTPf via @edudemic,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
53,Encouraging Students to Own Their Work https://t.co/rgZb5Ekxd7,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
54,"Edtech Developers, Please Leave The Pedagogy To Teachers https://t.co/fgA6ydJPH9 via @teachthought",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
55,The mathematics of sidewalk illusions - Fumiko Futamura https://t.co/3SFFQTtFLq via @YouTube,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
56,Want Students to Be More Creative? Try Adding More Play. https://t.co/FmR7MVjeQQ via @spencerideas,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
57,The @DavidGeurin Blog: Why Successful People Are Open to Coaching https://t.co/FfHAX1P8o6,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
58,What does your ideal classroom look like? https://t.co/Dc844nc6sO via @KatieMTLC,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
59,When Your Country's Leader Is A Tweeter - Action Innovative Educators Can Take https://t.co/FTfTxgFCBt,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
60,Ask Ethan: Is 'Zero Gravity' Really A Thing? via @forbes https://t.co/mqSk4AFH7N,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
61,GM launches partnership with Girls Who Code https://t.co/5mETRoVk0j via @Verge,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
62,Is an outstanding Minister - still much more to do - he needs to stay https://t.co/JJzQFod2np,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
63,NASA Data Shows the Rate of Global Warming is Accelerating -- 2016 is Third Consecutive Hottest … https://t.co/pDOMgqDjdS via @FantasyScribe,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
64,An example that isn't that artificial or intelligent https://t.co/6GuGrYKY3g via @,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
65,Five Compelling Reasons For Teaching Spatial Reasoning To Young Children https://t.co/8epUV7mbye,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
66,Basic but important physics questions: What does it mean to say Energy is conserved? https://t.co/DDIYBzvEBJ via @wordpressdotcom,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
67,"Kauai Shows Solar + Storage is Starting to Become Cost Competitive With Fossil Fuels, Nuclear https://t.co/FEs2nkq5pO via @FantasyScribe",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
68,NASA: 2016 Was the Warmest Year on Record... Again! https://t.co/xrAy7cjqzb via @universetoday,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
69,"Backreaction: Dark matter’s hideout just got smaller, thanks to ... https://t.co/QoDMhJ0TIO",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
70,Librarianship as a subversive profession https://t.co/5VkmGj2LRU,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
71,The Machines Are Coming For Poker https://t.co/RbWmAK6tfs,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
72,"Yes, this detailed 3D-printed model was sculpted in VR, and it's just the start https://t.co/BcoToX8EX3 via @mashable",male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
73,What is artificial intelligence https://t.co/PmKjauOtig,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
74,A brief history of numerical systems - Alessandra King https://t.co/SW7YlipoPw #mathchat,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
75,Climate science isn’t political. Lying about it is. (Synopsis) https://t.co/dkH5WUriH7 via @Scienceblogs,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
76,Non-Digital Distractions: Backing Away from the Screen https://t.co/QyViqPfGOJ via @chronicle,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
77,PMP 050: The 5 Marks of a Learning Culture https://t.co/jRxHbc0q0Y via @williamdp,male,australia,bcaa5afadfb03f357db1abda5f5ea5ff
